engagement_id,customer_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score
ENG000239,CUST0239,Playoffs,210,70,Short Reel,0.28,19.6,92,93,91,Mobile,Yes,High,94.4
ENG000240,CUST0240,League Match,100,26,Banner Ad,0.06,4.0,50,48,46,Laptop,No,Low,46.9
ENG000241,CUST0241,Rivalry Match,187,62,Video Ad,0.23,14.6,89,90,86,Smart TV,Yes,Medium,88.4
ENG000242,CUST0242,League Match,142,43,Influencer Promotion,0.15,8.5,66,68,65,Mobile,Yes,Medium,66.8
ENG000243,CUST0243,Finals,234,77,Short Reel,0.34,24.6,98,97,96,Mobile,Yes,High,98.5
ENG000244,CUST0244,League Match,106,30,Banner Ad,0.08,4.6,56,53,51,Laptop,No,Low,51.1
ENG000245,CUST0245,Playoffs,204,67,Video Ad,0.25,17.2,88,91,87,Smart TV,Yes,High,91.0
ENG000246,CUST0246,Rivalry Match,193,65,Short Reel,0.30,19.8,93,95,91,Mobile,Yes,High,95.0
ENG000247,CUST0247,League Match,138,39,Influencer Promotion,0.14,7.4,64,65,62,Laptop,No,Medium,63.1
ENG000248,CUST0248,League Match,112,31,Banner Ad,0.09,5.1,57,55,53,Smart TV,No,Low,53.6
ENG000249,CUST0249,Finals,227,75,Short Reel,0.32,22.9,95,96,94,Mobile,Yes,High,97.2
ENG000250,CUST0250,Rivalry Match,173,56,Video Ad,0.20,12.8,84,86,82,Laptop,Yes,Medium,83.5
ENG000251,CUST0251,League Match,149,45,Influencer Promotion,0.17,9.5,70,71,68,Mobile,Yes,Medium,70.2
ENG000252,CUST0252,League Match,115,34,Banner Ad,0.10,5.7,59,56,55,Smart TV,No,Low,55.8
ENG000253,CUST0253,Playoffs,219,73,Short Reel,0.32,21.5,94,96,93,Mobile,Yes,High,96.7
ENG000254,CUST0254,League Match,98,24,Banner Ad,0.06,3.8,48,46,44,Laptop,No,Low,45.0
ENG000255,CUST0255,Finals,239,79,Short Reel,0.35,25.7,99,98,97,Mobile,Yes,High,99.5
ENG000256,CUST0256,Rivalry Match,182,59,Video Ad,0.22,13.9,86,88,84,Smart TV,Yes,Medium,86.5
ENG000257,CUST0257,League Match,134,37,Influencer Promotion,0.13,6.8,61,63,60,Laptop,No,Medium,60.6
ENG000258,CUST0258,League Match,119,35,Banner Ad,0.11,5.9,60,58,56,Smart TV,No,Low,56.4
ENG000259,CUST0259,Playoffs,213,71,Short Reel,0.30,19.7,92,94,91,Mobile,Yes,High,94.6
ENG000260,CUST0260,League Match,103,27,Banner Ad,0.07,4.2,52,50,48,Laptop,No,Low,48.4
ENG000261,CUST0261,Rivalry Match,186,61,Video Ad,0.24,14.9,88,90,87,Smart TV,Yes,High,89.8
ENG000262,CUST0262,League Match,143,42,Influencer Promotion,0.15,8.7,67,68,65,Mobile,Yes,Medium,67.3
ENG000263,CUST0263,Finals,235,78,Short Reel,0.34,24.9,98,97,96,Mobile,Yes,High,98.8
ENG000264,CUST0264,League Match,109,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.4
ENG000265,CUST0265,Playoffs,206,68,Video Ad,0.26,17.4,89,91,88,Smart TV,Yes,High,91.6
ENG000266,CUST0266,Rivalry Match,194,66,Short Reel,0.31,20.2,93,96,92,Mobile,Yes,High,95.4
ENG000267,CUST0267,League Match,136,38,Influencer Promotion,0.14,7.1,62,64,61,Laptop,No,Medium,61.7
ENG000268,CUST0268,League Match,114,33,Banner Ad,0.10,5.4,58,56,54,Smart TV,No,Low,54.9
ENG000269,CUST0269,Finals,230,75,Short Reel,0.33,23.7,96,97,95,Mobile,Yes,High,97.8
ENG000270,CUST0270,Rivalry Match,174,57,Video Ad,0.21,12.9,85,87,83,Laptop,Yes,Medium,84.2
ENG000271,CUST0271,League Match,147,44,Influencer Promotion,0.16,9.2,68,70,67,Mobile,Yes,Medium,69.0
ENG000272,CUST0272,League Match,116,34,Banner Ad,0.10,5.6,59,57,55,Smart TV,No,Low,55.4
ENG000273,CUST0273,Playoffs,218,72,Short Reel,0.31,21.1,94,95,93,Mobile,Yes,High,96.3
ENG000274,CUST0274,League Match,95,24,Banner Ad,0.05,3.4,46,45,43,Laptop,No,Low,44.1
ENG000275,CUST0275,Finals,238,78,Short Reel,0.35,25.4,99,98,97,Mobile,Yes,High,99.4
ENG000276,CUST0276,Rivalry Match,183,60,Video Ad,0.23,14.3,87,89,85,Smart TV,Yes,Medium,87.2
ENG000277,CUST0277,League Match,135,38,Influencer Promotion,0.13,7.0,62,63,61,Laptop,No,Medium,61.5
ENG000278,CUST0278,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.8
ENG000279,CUST0279,Playoffs,214,71,Short Reel,0.29,19.4,92,95,90,Mobile,Yes,High,94.3
ENG000280,CUST0280,League Match,101,26,Banner Ad,0.07,4.1,51,49,47,Laptop,No,Low,47.7
ENG000281,CUST0281,Rivalry Match,188,63,Video Ad,0.24,15.1,88,90,87,Smart TV,Yes,High,90.0
ENG000282,CUST0282,League Match,144,42,Influencer Promotion,0.15,8.8,67,69,65,Mobile,Yes,Medium,67.6
ENG000283,CUST0283,Finals,233,77,Short Reel,0.34,24.5,98,97,96,Mobile,Yes,High,98.6
ENG000284,CUST0284,League Match,107,29,Banner Ad,0.08,4.5,55,52,50,Laptop,No,Low,50.9
ENG000285,CUST0285,Playoffs,205,68,Video Ad,0.25,17.1,89,90,87,Smart TV,Yes,High,91.2
ENG000286,CUST0286,Rivalry Match,191,64,Short Reel,0.30,19.9,92,95,91,Mobile,Yes,High,94.8
ENG000287,CUST0287,League Match,137,39,Influencer Promotion,0.14,7.3,63,64,62,Laptop,No,Medium,62.5
ENG000288,CUST0288,League Match,113,32,Banner Ad,0.09,5.2,57,55,53,Smart TV,No,Low,53.9
ENG000289,CUST0289,Finals,228,74,Short Reel,0.32,23.1,95,96,94,Mobile,Yes,High,97.5
ENG000290,CUST0290,Rivalry Match,175,58,Video Ad,0.20,13.0,84,87,83,Laptop,Yes,Medium,84.6
ENG000291,CUST0291,League Match,146,43,Influencer Promotion,0.16,9.0,68,69,66,Mobile,Yes,Medium,68.5
ENG000292,CUST0292,League Match,117,33,Banner Ad,0.10,5.6,58,56,54,Smart TV,No,Low,55.0
ENG000293,CUST0293,Playoffs,217,72,Short Reel,0.31,20.8,93,95,92,Mobile,Yes,High,96.0
ENG000294,CUST0294,League Match,96,23,Banner Ad,0.05,3.5,47,45,43,Laptop,No,Low,44.4
ENG000295,CUST0295,Finals,237,78,Short Reel,0.35,25.3,99,98,97,Mobile,Yes,High,99.3
ENG000296,CUST0296,Rivalry Match,184,61,Video Ad,0.23,14.5,87,89,85,Smart TV,Yes,Medium,87.5
ENG000297,CUST0297,League Match,136,38,Influencer Promotion,0.13,7.1,62,64,61,Laptop,No,Medium,61.8
ENG000298,CUST0298,League Match,118,34,Banner Ad,0.10,5.7,59,57,55,Smart TV,No,Low,55.6
ENG000299,CUST0299,Playoffs,211,70,Short Reel,0.29,19.5,91,94,90,Mobile,Yes,High,94.5
ENG000300,CUST0300,League Match,102,27,Banner Ad,0.07,4.1,52,49,48,Laptop,No,Low,48.0
ENG000301,CUST0301,Rivalry Match,187,62,Video Ad,0.24,14.8,88,90,86,Smart TV,Yes,High,89.7
ENG000302,CUST0302,League Match,142,41,Influencer Promotion,0.15,8.5,66,68,65,Mobile,Yes,Medium,66.9
ENG000303,CUST0303,Finals,234,77,Short Reel,0.34,24.7,98,97,96,Mobile,Yes,High,98.7
ENG000304,CUST0304,League Match,108,30,Banner Ad,0.08,4.6,56,53,51,Laptop,No,Low,51.2
ENG000305,CUST0305,Playoffs,206,69,Video Ad,0.26,17.5,89,91,88,Smart TV,Yes,High,91.9
ENG000306,CUST0306,Rivalry Match,193,65,Short Reel,0.31,20.1,93,95,92,Mobile,Yes,High,95.3
ENG000307,CUST0307,League Match,138,39,Influencer Promotion,0.14,7.4,64,65,62,Laptop,No,Medium,63.0
ENG000308,CUST0308,League Match,114,33,Banner Ad,0.10,5.4,58,56,54,Smart TV,No,Low,54.8
ENG000309,CUST0309,Finals,229,75,Short Reel,0.33,23.4,96,97,95,Mobile,Yes,High,97.6
ENG000310,CUST0310,Rivalry Match,173,57,Video Ad,0.21,12.8,85,86,83,Laptop,Yes,Medium,84.1
ENG000311,CUST0311,League Match,147,44,Influencer Promotion,0.16,9.1,68,70,67,Mobile,Yes,Medium,69.2
ENG000312,CUST0312,League Match,116,34,Banner Ad,0.10,5.7,59,57,55,Smart TV,No,Low,55.5
ENG000313,CUST0313,Playoffs,218,72,Short Reel,0.31,21.0,94,95,93,Mobile,Yes,High,96.2
ENG000314,CUST0314,League Match,95,24,Banner Ad,0.05,3.4,46,45,43,Laptop,No,Low,44.0
ENG000315,CUST0315,Finals,239,78,Short Reel,0.35,25.5,99,98,97,Mobile,Yes,High,99.5
ENG000316,CUST0316,Rivalry Match,182,60,Video Ad,0.22,14.0,86,89,85,Smart TV,Yes,Medium,86.8
ENG000317,CUST0317,League Match,134,37,Influencer Promotion,0.13,6.9,61,63,60,Laptop,No,Medium,60.9
ENG000318,CUST0318,League Match,119,35,Banner Ad,0.11,5.9,60,58,56,Smart TV,No,Low,56.3
ENG000319,CUST0319,Playoffs,213,71,Short Reel,0.30,19.8,92,94,91,Mobile,Yes,High,94.7
ENG000320,CUST0320,League Match,103,27,Banner Ad,0.07,4.2,52,50,48,Laptop,No,Low,48.2
ENG000321,CUST0321,Rivalry Match,186,61,Video Ad,0.24,14.7,88,90,86,Smart TV,Yes,High,89.9
ENG000322,CUST0322,League Match,143,42,Influencer Promotion,0.15,8.6,67,68,65,Mobile,Yes,Medium,67.2
ENG000323,CUST0323,Finals,235,77,Short Reel,0.34,24.8,98,97,96,Mobile,Yes,High,98.8
ENG000324,CUST0324,League Match,109,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.3
ENG000325,CUST0325,Playoffs,207,69,Video Ad,0.26,17.6,89,91,88,Smart TV,Yes,High,91.7
ENG000326,CUST0326,Rivalry Match,194,65,Short Reel,0.31,20.2,93,96,92,Mobile,Yes,High,95.5
ENG000327,CUST0327,League Match,136,38,Influencer Promotion,0.14,7.2,62,64,61,Laptop,No,Medium,61.9
ENG000328,CUST0328,League Match,114,33,Banner Ad,0.10,5.5,58,56,54,Smart TV,No,Low,54.9
ENG000329,CUST0329,Finals,230,75,Short Reel,0.33,23.6,96,97,95,Mobile,Yes,High,97.9
ENG000330,CUST0330,Rivalry Match,174,57,Video Ad,0.21,12.9,85,87,83,Laptop,Yes,Medium,84.3
ENG000331,CUST0331,League Match,148,44,Influencer Promotion,0.16,9.2,68,70,67,Mobile,Yes,Medium,69.1
ENG000332,CUST0332,League Match,117,34,Banner Ad,0.10,5.6,59,57,55,Smart TV,No,Low,55.4
ENG000333,CUST0333,Playoffs,219,73,Short Reel,0.32,21.4,94,96,93,Mobile,Yes,High,96.6
ENG000334,CUST0334,League Match,96,24,Banner Ad,0.05,3.5,47,45,43,Laptop,No,Low,44.3
ENG000335,CUST0335,Finals,238,78,Short Reel,0.35,25.4,99,98,97,Mobile,Yes,High,99.4
ENG000336,CUST0336,Rivalry Match,183,60,Video Ad,0.23,14.3,87,89,85,Smart TV,Yes,Medium,87.1
ENG000337,CUST0337,League Match,135,38,Influencer Promotion,0.13,7.0,62,63,61,Laptop,No,Medium,61.4
ENG000338,CUST0338,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.7
ENG000339,CUST0339,Playoffs,214,71,Short Reel,0.29,19.6,92,95,90,Mobile,Yes,High,94.4
ENG000340,CUST0340,League Match,102,26,Banner Ad,0.07,4.1,51,49,47,Laptop,No,Low,47.8
ENG000341,CUST0341,Rivalry Match,188,63,Video Ad,0.24,15.0,88,90,87,Smart TV,Yes,High,90.1
ENG000342,CUST0342,League Match,144,42,Influencer Promotion,0.15,8.7,67,69,65,Mobile,Yes,Medium,67.5
ENG000343,CUST0343,Finals,233,77,Short Reel,0.34,24.5,98,97,96,Mobile,Yes,High,98.6
ENG000344,CUST0344,League Match,108,30,Banner Ad,0.08,4.6,56,53,51,Laptop,No,Low,51.0
ENG000345,CUST0345,Playoffs,205,68,Video Ad,0.25,17.1,89,90,87,Smart TV,Yes,High,91.3
ENG000346,CUST0346,Rivalry Match,191,64,Short Reel,0.30,19.9,92,95,91,Mobile,Yes,High,94.9
ENG000347,CUST0347,League Match,137,39,Influencer Promotion,0.14,7.3,63,64,62,Laptop,No,Medium,62.6
ENG000348,CUST0348,League Match,113,32,Banner Ad,0.09,5.2,57,55,53,Smart TV,No,Low,53.8
ENG000349,CUST0349,Finals,228,74,Short Reel,0.32,23.0,95,96,94,Mobile,Yes,High,97.4
ENG000350,CUST0350,Rivalry Match,175,58,Video Ad,0.20,13.1,84,87,83,Laptop,Yes,Medium,84.5
ENG000351,CUST0351,League Match,146,43,Influencer Promotion,0.16,9.0,68,69,66,Mobile,Yes,Medium,68.6
ENG000352,CUST0352,League Match,118,34,Banner Ad,0.10,5.7,59,57,55,Smart TV,No,Low,55.7
ENG000353,CUST0353,Playoffs,217,72,Short Reel,0.31,20.9,93,95,92,Mobile,Yes,High,96.1
ENG000354,CUST0354,League Match,97,23,Banner Ad,0.05,3.6,47,45,43,Laptop,No,Low,44.6
ENG000355,CUST0355,Finals,237,78,Short Reel,0.35,25.2,99,98,97,Mobile,Yes,High,99.2
ENG000356,CUST0356,Rivalry Match,184,61,Video Ad,0.23,14.4,87,89,85,Smart TV,Yes,Medium,87.4
ENG000357,CUST0357,League Match,136,38,Influencer Promotion,0.13,7.1,62,64,61,Laptop,No,Medium,61.7
ENG000358,CUST0358,League Match,119,35,Banner Ad,0.11,5.8,60,58,56,Smart TV,No,Low,56.5
ENG000359,CUST0359,Playoffs,212,70,Short Reel,0.29,19.4,91,94,90,Mobile,Yes,High,94.3
ENG000360,CUST0360,League Match,103,27,Banner Ad,0.07,4.2,52,50,48,Laptop,No,Low,48.1
ENG000361,CUST0361,Rivalry Match,187,62,Video Ad,0.24,14.8,88,90,86,Smart TV,Yes,High,89.8
ENG000362,CUST0362,League Match,143,42,Influencer Promotion,0.15,8.6,67,68,65,Mobile,Yes,Medium,67.1
ENG000363,CUST0363,Finals,234,77,Short Reel,0.34,24.7,98,97,96,Mobile,Yes,High,98.7
ENG000364,CUST0364,League Match,109,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.5
ENG000365,CUST0365,Playoffs,206,69,Video Ad,0.26,17.5,89,91,88,Smart TV,Yes,High,91.8
ENG000366,CUST0366,Rivalry Match,193,65,Short Reel,0.31,20.1,93,95,92,Mobile,Yes,High,95.3
ENG000367,CUST0367,League Match,138,39,Influencer Promotion,0.14,7.4,64,65,62,Laptop,No,Medium,63.1
ENG000368,CUST0368,League Match,114,33,Banner Ad,0.10,5.4,58,56,54,Smart TV,No,Low,54.8
ENG000369,CUST0369,Finals,229,75,Short Reel,0.33,23.5,96,97,95,Mobile,Yes,High,97.7
ENG000370,CUST0370,Rivalry Match,173,57,Video Ad,0.21,12.8,85,86,83,Laptop,Yes,Medium,84.0
ENG000371,CUST0371,League Match,147,44,Influencer Promotion,0.16,9.1,68,70,67,Mobile,Yes,Medium,69.0
ENG000372,CUST0372,League Match,116,34,Banner Ad,0.10,5.7,59,57,55,Smart TV,No,Low,55.5
ENG000373,CUST0373,Playoffs,218,72,Short Reel,0.31,21.0,94,95,93,Mobile,Yes,High,96.2
ENG000374,CUST0374,League Match,95,24,Banner Ad,0.05,3.4,46,45,43,Laptop,No,Low,44.1
ENG000375,CUST0375,Finals,239,78,Short Reel,0.35,25.5,99,98,97,Mobile,Yes,High,99.5
ENG000376,CUST0376,Rivalry Match,182,60,Video Ad,0.22,14.0,86,89,85,Smart TV,Yes,Medium,86.9
ENG000377,CUST0377,League Match,134,37,Influencer Promotion,0.13,6.9,61,63,60,Laptop,No,Medium,60.8
ENG000378,CUST0378,League Match,119,35,Banner Ad,0.11,5.9,60,58,56,Smart TV,No,Low,56.3
ENG000379,CUST0379,Playoffs,213,71,Short Reel,0.30,19.8,92,94,91,Mobile,Yes,High,94.7
ENG000380,CUST0380,League Match,103,27,Banner Ad,0.07,4.2,52,50,48,Laptop,No,Low,48.3
ENG000381,CUST0381,Rivalry Match,186,61,Video Ad,0.24,14.7,88,90,86,Smart TV,Yes,High,89.9
ENG000382,CUST0382,League Match,143,42,Influencer Promotion,0.15,8.6,67,68,65,Mobile,Yes,Medium,67.2
ENG000383,CUST0383,Finals,235,77,Short Reel,0.34,24.8,98,97,96,Mobile,Yes,High,98.8
ENG000384,CUST0384,League Match,109,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.4
ENG000385,CUST0385,Playoffs,207,69,Video Ad,0.26,17.6,89,91,88,Smart TV,Yes,High,91.7
ENG000386,CUST0386,Rivalry Match,194,65,Short Reel,0.31,20.2,93,96,92,Mobile,Yes,High,95.5
ENG000387,CUST0387,League Match,136,38,Influencer Promotion,0.14,7.2,62,64,61,Laptop,No,Medium,61.9
ENG000388,CUST0388,League Match,114,33,Banner Ad,0.10,5.5,58,56,54,Smart TV,No,Low,54.9
ENG000389,CUST0389,Finals,230,75,Short Reel,0.33,23.6,96,97,95,Mobile,Yes,High,97.9
ENG000390,CUST0390,Rivalry Match,174,57,Video Ad,0.21,12.9,85,87,83,Laptop,Yes,Medium,84.3
ENG000391,CUST0391,League Match,148,44,Influencer Promotion,0.16,9.2,68,70,67,Mobile,Yes,Medium,69.1
ENG000392,CUST0392,League Match,117,34,Banner Ad,0.10,5.6,59,57,55,Smart TV,No,Low,55.4
ENG000393,CUST0393,Playoffs,219,73,Short Reel,0.32,21.4,94,96,93,Mobile,Yes,High,96.6
ENG000394,CUST0394,League Match,96,24,Banner Ad,0.05,3.5,47,45,43,Laptop,No,Low,44.3
ENG000395,CUST0395,Finals,238,78,Short Reel,0.35,25.4,99,98,97,Mobile,Yes,High,99.4
ENG000396,CUST0396,Rivalry Match,183,60,Video Ad,0.23,14.3,87,89,85,Smart TV,Yes,Medium,87.1
ENG000397,CUST0397,League Match,135,38,Influencer Promotion,0.13,7.0,62,63,61,Laptop,No,Medium,61.4
ENG000398,CUST0398,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.7
ENG000399,CUST0399,Playoffs,214,71,Short Reel,0.29,19.6,92,95,90,Mobile,Yes,High,94.4
ENG000400,CUST0400,League Match,102,26,Banner Ad,0.07,4.1,51,49,47,Laptop,No,Low,47.8
ENG000401,CUST0401,Rivalry Match,185,62,Short Reel,0.30,18.8,92,95,89,Mobile,Yes,High,94.1
ENG000402,CUST0402,League Match,126,40,Video Ad,0.15,8.3,67,63,59,Laptop,No,Medium,64.8
ENG000403,CUST0403,Playoffs,213,74,Influencer Promotion,0.33,21.9,95,94,91,Mobile,Yes,High,97.1
ENG000404,CUST0404,League Match,99,27,Banner Ad,0.07,4.5,53,50,47,Smart TV,No,Low,49.3
ENG000405,CUST0405,Finals,240,78,Short Reel,0.35,24.8,98,98,96,Mobile,Yes,High,98.9
ENG000406,CUST0406,League Match,146,44,Video Ad,0.17,9.9,70,72,68,Laptop,No,Medium,69.5
ENG000407,CUST0407,Rivalry Match,195,66,Short Reel,0.32,20.3,94,96,91,Mobile,Yes,High,95.4
ENG000408,CUST0408,League Match,167,43,Video Ad,0.14,8.1,65,60,63,Smart TV,No,Low,61.5
ENG000409,CUST0409,Playoffs,203,69,Influencer Promotion,0.29,18.8,90,92,88,Mobile,Yes,High,92.6
ENG000410,CUST0410,League Match,90,22,Banner Ad,0.05,3.2,45,48,43,Laptop,No,Low,44.4
ENG000411,CUST0411,Rivalry Match,177,58,Short Reel,0.28,16.7,88,91,86,Mobile,Yes,High,90.5
ENG000412,CUST0412,League Match,134,38,Video Ad,0.12,7.0,62,58,60,Smart TV,No,Medium,59.3
ENG000413,CUST0413,Playoffs,222,75,Influencer Promotion,0.34,23.1,96,95,94,Mobile,Yes,High,98.0
ENG000414,CUST0414,League Match,106,30,Banner Ad,0.08,4.9,56,53,50,Laptop,No,Low,51.0
ENG000415,CUST0415,Finals,233,79,Short Reel,0.35,25.8,99,98,97,Mobile,Yes,High,99.4
ENG000416,CUST0416,Rivalry Match,186,63,Video Ad,0.20,11.7,85,89,84,Laptop,Yes,Medium,86.3
ENG000417,CUST0417,League Match,145,42,Influencer Promotion,0.15,9.0,67,69,64,Mobile,Yes,Medium,67.7
ENG000418,CUST0418,League Match,114,32,Banner Ad,0.09,5.4,58,56,54,Smart TV,No,Low,54.4
ENG000419,CUST0419,Playoffs,216,73,Short Reel,0.30,20.5,94,95,92,Mobile,Yes,High,95.8
ENG000420,CUST0420,League Match,97,24,Banner Ad,0.06,3.8,49,47,45,Laptop,No,Low,46.3
ENG000421,CUST0421,Rivalry Match,180,59,Video Ad,0.22,12.8,87,88,85,Smart TV,Yes,Medium,87.4
ENG000422,CUST0422,League Match,151,46,Influencer Promotion,0.18,10.0,71,73,69,Mobile,Yes,Medium,71.6
ENG000423,CUST0423,Finals,242,80,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,99.8
ENG000424,CUST0424,League Match,109,29,Banner Ad,0.08,4.4,55,51,52,Laptop,No,Low,50.4
ENG000425,CUST0425,Playoffs,208,70,Video Ad,0.27,17.9,90,92,89,Smart TV,Yes,High,92.2
ENG000426,CUST0426,Rivalry Match,191,65,Short Reel,0.30,19.2,92,94,90,Mobile,Yes,High,94.5
ENG000427,CUST0427,League Match,140,40,Influencer Promotion,0.14,7.7,64,66,63,Laptop,No,Medium,64.0
ENG000428,CUST0428,League Match,103,28,Banner Ad,0.07,4.2,54,52,49,Smart TV,No,Low,49.6
ENG000429,CUST0429,Finals,230,76,Short Reel,0.33,23.5,96,97,95,Mobile,Yes,High,98.0
ENG000430,CUST0430,Rivalry Match,173,56,Video Ad,0.21,13.6,84,87,83,Laptop,Yes,Medium,85.0
ENG000431,CUST0431,League Match,147,43,Influencer Promotion,0.16,9.3,69,67,67,Mobile,Yes,Medium,68.4
ENG000432,CUST0432,League Match,111,31,Banner Ad,0.09,5.6,57,54,53,Smart TV,No,Low,53.5
ENG000433,CUST0433,Playoffs,218,74,Short Reel,0.31,21.5,95,96,93,Mobile,Yes,High,96.7
ENG000434,CUST0434,League Match,95,23,Banner Ad,0.05,3.6,47,46,44,Laptop,No,Low,45.0
ENG000435,CUST0435,Finals,238,78,Short Reel,0.35,25.3,99,98,97,Mobile,Yes,High,99.5
ENG000436,CUST0436,Rivalry Match,182,61,Video Ad,0.24,15.5,88,90,87,Smart TV,Yes,High,90.4
ENG000437,CUST0437,League Match,138,39,Influencer Promotion,0.13,7.3,63,65,61,Laptop,No,Medium,62.4
ENG000438,CUST0438,League Match,118,33,Banner Ad,0.10,5.9,59,57,55,Smart TV,No,Low,55.8
ENG000439,CUST0439,Playoffs,211,71,Short Reel,0.29,19.8,92,93,91,Mobile,Yes,High,94.7
ENG000440,CUST0440,League Match,101,26,Banner Ad,0.06,4.1,50,48,46,Laptop,No,Low,47.2
ENG000441,CUST0441,Rivalry Match,188,63,Video Ad,0.23,14.8,89,90,86,Smart TV,Yes,Medium,88.7
ENG000442,CUST0442,League Match,143,43,Influencer Promotion,0.15,8.6,66,68,65,Mobile,Yes,Medium,67.1
ENG000443,CUST0443,Finals,235,77,Short Reel,0.34,24.8,98,97,96,Mobile,Yes,High,98.8
ENG000444,CUST0444,League Match,107,30,Banner Ad,0.08,4.7,56,53,51,Laptop,No,Low,51.3
ENG000445,CUST0445,Playoffs,205,68,Video Ad,0.25,17.3,88,91,87,Smart TV,Yes,High,91.3
ENG000446,CUST0446,Rivalry Match,194,66,Short Reel,0.31,20.1,93,95,91,Mobile,Yes,High,95.2
ENG000447,CUST0447,League Match,139,39,Influencer Promotion,0.14,7.5,64,65,62,Laptop,No,Medium,63.4
ENG000448,CUST0448,League Match,113,31,Banner Ad,0.09,5.2,57,55,53,Smart TV,No,Low,53.8
ENG000449,CUST0449,Finals,228,75,Short Reel,0.32,23.2,95,96,94,Mobile,Yes,High,97.5
ENG000450,CUST0450,Rivalry Match,174,57,Video Ad,0.20,12.9,84,86,82,Laptop,Yes,Medium,83.9
ENG000451,CUST0451,League Match,150,45,Influencer Promotion,0.17,9.6,70,71,68,Mobile,Yes,Medium,70.5
ENG000452,CUST0452,League Match,116,34,Banner Ad,0.10,5.8,59,56,55,Smart TV,No,Low,56.0
ENG000453,CUST0453,Playoffs,220,74,Short Reel,0.32,21.7,95,96,93,Mobile,Yes,High,97.0
ENG000454,CUST0454,League Match,99,24,Banner Ad,0.06,3.9,48,46,44,Laptop,No,Low,45.3
ENG000455,CUST0455,Finals,240,79,Short Reel,0.35,25.9,99,98,97,Mobile,Yes,High,99.7
ENG000456,CUST0456,Rivalry Match,183,60,Video Ad,0.22,14.0,86,88,84,Smart TV,Yes,Medium,86.8
ENG000457,CUST0457,League Match,135,37,Influencer Promotion,0.13,6.9,61,63,60,Laptop,No,Medium,60.9
ENG000458,CUST0458,League Match,120,35,Banner Ad,0.11,6.0,60,58,56,Smart TV,No,Low,56.6
ENG000459,CUST0459,Playoffs,214,72,Short Reel,0.30,19.9,92,94,91,Mobile,Yes,High,94.9
ENG000460,CUST0460,League Match,104,27,Banner Ad,0.07,4.3,52,50,48,Laptop,No,Low,48.5
ENG000461,CUST0461,Rivalry Match,187,62,Video Ad,0.24,15.0,88,90,87,Smart TV,Yes,High,90.1
ENG000462,CUST0462,League Match,144,42,Influencer Promotion,0.15,8.8,67,68,65,Mobile,Yes,Medium,67.5
ENG000463,CUST0463,Finals,236,78,Short Reel,0.34,25.0,98,97,96,Mobile,Yes,High,99.0
ENG000464,CUST0464,League Match,110,30,Banner Ad,0.08,4.8,56,53,51,Laptop,No,Low,51.6
ENG000465,CUST0465,Playoffs,207,69,Video Ad,0.26,17.6,89,91,88,Smart TV,Yes,High,91.9
ENG000466,CUST0466,Rivalry Match,195,66,Short Reel,0.31,20.4,93,96,92,Mobile,Yes,High,95.7
ENG000467,CUST0467,League Match,137,38,Influencer Promotion,0.14,7.2,62,64,61,Laptop,No,Medium,62.1
ENG000468,CUST0468,League Match,115,33,Banner Ad,0.10,5.5,58,56,54,Smart TV,No,Low,55.0
ENG000469,CUST0469,Finals,231,76,Short Reel,0.33,23.8,96,97,95,Mobile,Yes,High,98.1
ENG000470,CUST0470,Rivalry Match,175,57,Video Ad,0.21,13.0,85,87,83,Laptop,Yes,Medium,84.4
ENG000471,CUST0471,League Match,148,44,Influencer Promotion,0.16,9.2,68,70,67,Mobile,Yes,Medium,69.2
ENG000472,CUST0472,League Match,117,34,Banner Ad,0.10,5.7,59,57,55,Smart TV,No,Low,55.6
ENG000473,CUST0473,Playoffs,219,73,Short Reel,0.31,21.2,94,95,93,Mobile,Yes,High,96.5
ENG000474,CUST0474,League Match,96,24,Banner Ad,0.05,3.5,46,45,43,Laptop,No,Low,44.2
ENG000475,CUST0475,Finals,239,78,Short Reel,0.35,25.6,99,98,97,Mobile,Yes,High,99.6
ENG000476,CUST0476,Rivalry Match,184,61,Video Ad,0.23,14.4,87,89,85,Smart TV,Yes,Medium,87.3
ENG000477,CUST0477,League Match,136,38,Influencer Promotion,0.13,7.1,62,64,61,Laptop,No,Medium,61.8
ENG000478,CUST0478,League Match,119,35,Banner Ad,0.11,5.9,60,58,56,Smart TV,No,Low,56.5
ENG000479,CUST0479,Playoffs,213,71,Short Reel,0.29,19.5,91,94,90,Mobile,Yes,High,94.4
