purchase_id,customer_id,preferred_shopping_platform,sports_equipment_spending_per_month,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit
PUR000264,CUST0264,Local Store,950,1,1200,Accessories,1,Medium,0.28,Cash on Delivery,Low,No
PUR000265,CUST0265,Amazon,4200,6,5500,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000266,CUST0266,Brand Website,6200,9,8100,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000267,CUST0267,Flipkart,2300,3,3000,Gloves,3,High,0.44,Debit Card,Medium,No
PUR000268,CUST0268,Amazon,3550,5,4750,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000269,CUST0269,Local Store,1160,1,1460,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR000270,CUST0270,Brand Website,5750,8,7550,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000271,CUST0271,Amazon,3170,4,4270,Shoes,4,Medium,0.26,UPI,Medium,Yes
PUR000272,CUST0272,Flipkart,1730,2,2230,Jerseys,2,High,0.47,Debit Card,Low,No
PUR000273,CUST0273,Brand Website,7170,10,9370,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000274,CUST0274,Local Store,1000,1,1300,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000275,CUST0275,Amazon,4390,6,5690,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000276,CUST0276,Brand Website,6450,9,8350,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000277,CUST0277,Flipkart,2160,3,2860,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000278,CUST0278,Amazon,3750,5,4950,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000279,CUST0279,Local Store,1260,1,1560,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000280,CUST0280,Brand Website,5600,8,7400,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000281,CUST0281,Amazon,3330,5,4430,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000282,CUST0282,Flipkart,1800,2,2300,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000283,CUST0283,Brand Website,6830,10,9030,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000284,CUST0284,Local Store,960,1,1210,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000285,CUST0285,Amazon,4210,6,5510,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000286,CUST0286,Brand Website,6210,9,8110,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000287,CUST0287,Flipkart,2310,3,3010,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000288,CUST0288,Amazon,3560,5,4760,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000289,CUST0289,Local Store,1170,1,1470,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000290,CUST0290,Brand Website,5770,8,7570,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000291,CUST0291,Amazon,3180,4,4280,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000292,CUST0292,Flipkart,1740,2,2240,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000293,CUST0293,Brand Website,7180,10,9380,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000294,CUST0294,Local Store,1010,1,1310,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000295,CUST0295,Amazon,4400,6,5700,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000296,CUST0296,Brand Website,6460,9,8360,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000297,CUST0297,Flipkart,2170,3,2870,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000298,CUST0298,Amazon,3760,5,4960,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000299,CUST0299,Local Store,1270,1,1570,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000300,CUST0300,Brand Website,5610,8,7410,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000301,CUST0301,Amazon,3340,5,4440,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000302,CUST0302,Flipkart,1810,2,2310,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000303,CUST0303,Brand Website,6840,10,9040,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000304,CUST0304,Local Store,970,1,1220,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000305,CUST0305,Amazon,4220,6,5520,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000306,CUST0306,Brand Website,6220,9,8120,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000307,CUST0307,Flipkart,2320,3,3020,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000308,CUST0308,Amazon,3570,5,4770,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000309,CUST0309,Local Store,1180,1,1480,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000310,CUST0310,Brand Website,5780,8,7580,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000311,CUST0311,Amazon,3190,4,4290,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000312,CUST0312,Flipkart,1750,2,2250,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000313,CUST0313,Brand Website,7190,10,9390,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000314,CUST0314,Local Store,1020,1,1320,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000315,CUST0315,Amazon,4410,6,5710,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000316,CUST0316,Brand Website,6470,9,8370,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000317,CUST0317,Flipkart,2180,3,2880,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000318,CUST0318,Amazon,3770,5,4970,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000319,CUST0319,Local Store,1280,1,1580,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000320,CUST0320,Brand Website,5620,8,7420,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000321,CUST0321,Amazon,3350,5,4450,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000322,CUST0322,Flipkart,1820,2,2320,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000323,CUST0323,Brand Website,6850,10,9050,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000324,CUST0324,Local Store,980,1,1230,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000325,CUST0325,Amazon,4230,6,5530,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000326,CUST0326,Brand Website,6230,9,8130,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000327,CUST0327,Flipkart,2330,3,3030,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000328,CUST0328,Amazon,3580,5,4780,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000329,CUST0329,Local Store,1190,1,1490,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000330,CUST0330,Brand Website,5790,8,7590,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000331,CUST0331,Amazon,3200,4,4300,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000332,CUST0332,Flipkart,1760,2,2260,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000333,CUST0333,Brand Website,7200,10,9400,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000334,CUST0334,Local Store,1030,1,1330,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000335,CUST0335,Amazon,4420,6,5720,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000336,CUST0336,Brand Website,6480,9,8380,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000337,CUST0337,Flipkart,2190,3,2890,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000338,CUST0338,Amazon,3780,5,4980,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000339,CUST0339,Local Store,1290,1,1590,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000340,CUST0340,Brand Website,5630,8,7430,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000341,CUST0341,Amazon,3360,5,4460,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000342,CUST0342,Flipkart,1830,2,2330,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000343,CUST0343,Brand Website,6860,10,9060,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000344,CUST0344,Local Store,990,1,1240,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000345,CUST0345,Amazon,4240,6,5540,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000346,CUST0346,Brand Website,6240,9,8140,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000347,CUST0347,Flipkart,2340,3,3040,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000348,CUST0348,Amazon,3590,5,4790,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000349,CUST0349,Local Store,1200,1,1500,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000350,CUST0350,Brand Website,5800,8,7600,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000351,CUST0351,Amazon,3210,4,4310,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000352,CUST0352,Flipkart,1770,2,2270,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000353,CUST0353,Brand Website,7210,10,9410,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000354,CUST0354,Local Store,1040,1,1340,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000355,CUST0355,Amazon,4430,6,5730,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000356,CUST0356,Brand Website,6490,9,8390,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000357,CUST0357,Flipkart,2200,3,2900,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000358,CUST0358,Amazon,3790,5,4990,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000359,CUST0359,Local Store,1300,1,1600,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000360,CUST0360,Brand Website,5640,8,7440,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000361,CUST0361,Amazon,3370,5,4470,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000362,CUST0362,Flipkart,1840,2,2340,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000363,CUST0363,Brand Website,6870,10,9070,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000364,CUST0364,Local Store,1000,1,1250,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000365,CUST0365,Amazon,4250,6,5550,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000366,CUST0366,Brand Website,6250,9,8150,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000367,CUST0367,Flipkart,2350,3,3050,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000368,CUST0368,Amazon,3600,5,4800,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000369,CUST0369,Local Store,1210,1,1510,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000370,CUST0370,Brand Website,5810,8,7610,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000371,CUST0371,Amazon,3220,4,4320,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000372,CUST0372,Flipkart,1780,2,2280,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000373,CUST0373,Brand Website,7220,10,9420,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000374,CUST0374,Local Store,1050,1,1350,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000375,CUST0375,Amazon,4440,6,5740,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000376,CUST0376,Brand Website,6500,9,8400,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000377,CUST0377,Flipkart,2210,3,2910,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000378,CUST0378,Amazon,3800,5,5000,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000379,CUST0379,Local Store,1310,1,1610,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000380,CUST0380,Brand Website,5650,8,7450,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000381,CUST0381,Amazon,3380,5,4480,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000382,CUST0382,Flipkart,1850,2,2350,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000383,CUST0383,Brand Website,6880,10,9080,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000384,CUST0384,Local Store,1010,1,1260,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000385,CUST0385,Amazon,4260,6,5560,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000386,CUST0386,Brand Website,6260,9,8160,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000387,CUST0387,Flipkart,2360,3,3060,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000388,CUST0388,Amazon,3610,5,4810,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000389,CUST0389,Local Store,1220,1,1520,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000390,CUST0390,Brand Website,5820,8,7620,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000391,CUST0391,Amazon,3230,4,4330,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000392,CUST0392,Flipkart,1790,2,2290,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000393,CUST0393,Brand Website,7230,10,9430,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000394,CUST0394,Local Store,1060,1,1360,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000395,CUST0395,Amazon,4450,6,5750,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000396,CUST0396,Brand Website,6510,9,8410,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000397,CUST0397,Flipkart,2220,3,2920,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000398,CUST0398,Amazon,3810,5,5010,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000399,CUST0399,Local Store,1320,1,1620,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000400,CUST0400,Brand Website,5660,8,7460,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000401,CUST0401,Amazon,3390,5,4490,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000402,CUST0402,Flipkart,1860,2,2360,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000403,CUST0403,Brand Website,6890,10,9090,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000404,CUST0404,Local Store,1020,1,1270,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000405,CUST0405,Amazon,4270,6,5570,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000406,CUST0406,Brand Website,6270,9,8170,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000407,CUST0407,Flipkart,2370,3,3070,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000408,CUST0408,Amazon,3620,5,4820,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000409,CUST0409,Local Store,1230,1,1530,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000410,CUST0410,Brand Website,5830,8,7630,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000411,CUST0411,Amazon,3240,4,4340,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000412,CUST0412,Flipkart,1800,2,2300,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000413,CUST0413,Brand Website,7240,10,9440,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000414,CUST0414,Local Store,1070,1,1370,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000415,CUST0415,Amazon,4460,6,5760,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000416,CUST0416,Brand Website,6520,9,8420,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000417,CUST0417,Flipkart,2230,3,2930,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000418,CUST0418,Amazon,3820,5,5020,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000419,CUST0419,Local Store,1330,1,1630,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000420,CUST0420,Brand Website,5670,8,7470,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000421,CUST0421,Amazon,3400,5,4500,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000422,CUST0422,Flipkart,1870,2,2370,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000423,CUST0423,Brand Website,6900,10,9100,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000424,CUST0424,Local Store,1030,1,1280,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000425,CUST0425,Amazon,4280,6,5580,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000426,CUST0426,Brand Website,6280,9,8180,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000427,CUST0427,Flipkart,2380,3,3080,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000428,CUST0428,Amazon,3630,5,4830,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000429,CUST0429,Local Store,1240,1,1540,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000430,CUST0430,Brand Website,5840,8,7640,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000431,CUST0431,Amazon,3250,4,4350,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000432,CUST0432,Flipkart,1810,2,2310,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000433,CUST0433,Brand Website,7250,10,9450,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000434,CUST0434,Local Store,1080,1,1380,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000435,CUST0435,Amazon,4470,6,5770,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000436,CUST0436,Brand Website,6530,9,8430,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000437,CUST0437,Flipkart,2240,3,2940,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000438,CUST0438,Amazon,3830,5,5030,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000439,CUST0439,Local Store,1340,1,1640,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000440,CUST0440,Brand Website,5680,8,7480,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000441,CUST0441,Amazon,3410,5,4510,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000442,CUST0442,Flipkart,1880,2,2380,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000443,CUST0443,Brand Website,6910,10,9110,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000444,CUST0444,Local Store,1040,1,1290,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000445,CUST0445,Amazon,4290,6,5590,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000446,CUST0446,Brand Website,6290,9,8190,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000447,CUST0447,Flipkart,2390,3,3090,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000448,CUST0448,Amazon,3640,5,4840,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000449,CUST0449,Local Store,1250,1,1550,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000450,CUST0450,Brand Website,5850,8,7650,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000451,CUST0451,Amazon,3260,4,4360,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000452,CUST0452,Flipkart,1820,2,2320,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000453,CUST0453,Brand Website,7260,10,9460,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000454,CUST0454,Local Store,1090,1,1390,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000455,CUST0455,Amazon,4480,6,5780,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000456,CUST0456,Brand Website,6540,9,8440,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000457,CUST0457,Flipkart,2250,3,2950,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000458,CUST0458,Amazon,3840,5,5040,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000459,CUST0459,Local Store,1350,1,1650,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000460,CUST0460,Brand Website,5690,8,7490,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000461,CUST0461,Amazon,3420,5,4520,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000462,CUST0462,Flipkart,1890,2,2390,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000463,CUST0463,Brand Website,6920,10,9120,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000464,CUST0464,Local Store,1050,1,1300,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000465,CUST0465,Amazon,4300,6,5600,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000466,CUST0466,Brand Website,6300,9,8200,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000467,CUST0467,Flipkart,2400,3,3100,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000468,CUST0468,Amazon,3650,5,4850,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000469,CUST0469,Local Store,1260,1,1560,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000470,CUST0470,Brand Website,5860,8,7660,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000471,CUST0471,Amazon,3270,4,4370,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000472,CUST0472,Flipkart,1830,2,2330,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000473,CUST0473,Brand Website,7270,10,9470,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000474,CUST0474,Local Store,1100,1,1400,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000475,CUST0475,Amazon,4490,6,5790,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000476,CUST0476,Brand Website,6550,9,8450,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000477,CUST0477,Flipkart,2260,3,2960,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000478,CUST0478,Amazon,3850,5,5050,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000479,CUST0479,Local Store,1360,1,1660,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000480,CUST0480,Brand Website,5700,8,7500,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000481,CUST0481,Amazon,3430,5,4530,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000482,CUST0482,Flipkart,1900,2,2400,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000483,CUST0483,Brand Website,6930,10,9130,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000484,CUST0484,Local Store,1060,1,1310,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000485,CUST0485,Amazon,4310,6,5610,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000486,CUST0486,Brand Website,6310,9,8210,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000487,CUST0487,Flipkart,2410,3,3110,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000488,CUST0488,Amazon,3660,5,4860,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000489,CUST0489,Local Store,1270,1,1570,Accessories,1,High,0.52,Cash on Delivery,Low,No
PUR000490,CUST0490,Brand Website,5870,8,7670,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000491,CUST0491,Amazon,3280,4,4380,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000492,CUST0492,Flipkart,1840,2,2340,Jerseys,2,High,0.46,Debit Card,Low,No
PUR000493,CUST0493,Brand Website,7280,10,9480,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000494,CUST0494,Local Store,1110,1,1410,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000495,CUST0495,Amazon,4500,6,5800,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000496,CUST0496,Brand Website,6560,9,8460,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000497,CUST0497,Flipkart,2270,3,2970,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000498,CUST0498,Amazon,3860,5,5060,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR000499,CUST0499,Local Store,1370,1,1670,Accessories,1,High,0.55,Cash on Delivery,Low,No
PUR000500,CUST0500,Brand Website,5710,8,7510,Full Kits,6,Low,0.10,Credit Card,High,Yes
PUR000501,CUST0501,Amazon,3440,5,4540,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000502,CUST0502,Flipkart,1810,2,2310,Jerseys,2,High,0.48,Debit Card,Low,No
PUR000503,CUST0503,Brand Website,6940,10,9140,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000504,CUST0504,Local Store,970,1,1220,Accessories,1,Medium,0.30,Cash on Delivery,Low,No
PUR000505,CUST0505,Amazon,4240,6,5540,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000506,CUST0506,Brand Website,6240,9,8140,Full Kits,7,Low,0.09,Credit Card,High,Yes
PUR000507,CUST0507,Flipkart,2270,3,2970,Gloves,3,High,0.43,Debit Card,Medium,No
PUR000508,CUST0508,Amazon,3570,5,4770,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000509,CUST0509,Local Store,1160,1,1460,Accessories,1,High,0.53,Cash on Delivery,Low,No
PUR000510,CUST0510,Brand Website,5710,8,7510,Full Kits,6,Low,0.08,Credit Card,High,Yes
PUR000511,CUST0511,Amazon,3140,4,4240,Shoes,4,Medium,0.25,UPI,Medium,Yes
PUR000512,CUST0512,Flipkart,1710,2,2210,Jerseys,2,High,0.47,Debit Card,Low,No
PUR000513,CUST0513,Brand Website,7140,10,9340,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR000514,CUST0514,Local Store,1020,1,1320,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
PUR000515,CUST0515,Amazon,4370,6,5670,Bats,5,Medium,0.20,UPI,Medium,Yes
PUR000516,CUST0516,Brand Website,6440,9,8340,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000517,CUST0517,Flipkart,2130,3,2830,Gloves,3,High,0.42,Debit Card,Medium,No
PUR000518,CUST0518,Amazon,3730,5,4930,Shoes,4,Medium,0.23,UPI,Medium,Yes
PUR000519,CUST0519,Local Store,1270,1,1570,Accessories,1,High,0.54,Cash on Delivery,Low,No
PUR000520,CUST0520,Brand Website,5570,8,7370,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR000521,CUST0521,Amazon,3310,5,4410,Bats,4,Medium,0.24,UPI,Medium,Yes
PUR000522,CUST0522,Flipkart,1870,2,2370,Jerseys,2,High,0.49,Debit Card,Low,No
PUR000523,CUST0523,Brand Website,6810,10,9010,Full Kits,8,Low,0.07,Credit Card,High,Yes
PUR000524,CUST0524,Local Store,950,1,1200,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
PUR000525,CUST0525,Amazon,4170,6,5470,Shoes,5,Medium,0.21,UPI,Medium,Yes
PUR000526,CUST0526,Brand Website,6170,9,8070,Full Kits,7,Low,0.10,Credit Card,High,Yes
PUR000527,CUST0527,Flipkart,2350,3,3050,Gloves,3,High,0.44,Debit Card,Medium,No
PUR000528,CUST0528,Amazon,3510,5,4710,Bats,4,Medium,0.22,UPI,Medium,Yes
PUR000529,CUST0529,Local Store,1130,1,1430,Accessories,1,High,0.52,Cash on Delivery,Low,No
